album|album_id|artist|artist_id|duration_ms|name|popularity|preview_url|track_id|track_number|type
Greatest Hits|0LfM3PGkXE6KvJEE1HkOnz|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|210173|Tusk|50|https://p.scdn.co/mp3-preview/72d07666d6f5d155a1a0b52d65fc2531207a07a7?cid=8ab10b4296bd4266b959f2caee8dd7a4|1iKVDnBTqmZErf96ldGrZe|11|track
Greatest Hits|0LfM3PGkXE6KvJEE1HkOnz|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|218040|Little Lies|61|https://p.scdn.co/mp3-preview/bc26f396931abc91cd7530144a6a2d468a6d134c?cid=8ab10b4296bd4266b959f2caee8dd7a4|08o75xMKmGrKny6GsXrNJW|12|track
Greatest Hits|0LfM3PGkXE6KvJEE1HkOnz|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|382373|Sara|55|https://p.scdn.co/mp3-preview/e173b2525eb661112701da00cf08d3d20bbf54f8?cid=8ab10b4296bd4266b959f2caee8dd7a4|0q1exbzIDRxqJ6VUKH3seg|13|track
Greatest Hits|0LfM3PGkXE6KvJEE1HkOnz|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|218840|Big Love|46|https://p.scdn.co/mp3-preview/cc5c1d762dba25e085195cdaa939e333dec2c427?cid=8ab10b4296bd4266b959f2caee8dd7a4|1cWilR7SC3qyfl6emCvYf0|14|track
Greatest Hits|0LfM3PGkXE6KvJEE1HkOnz|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|214666|Over My Head|44|https://p.scdn.co/mp3-preview/87260ff9675f3a1f8330b5054506da2ed70c0c5b?cid=8ab10b4296bd4266b959f2caee8dd7a4|1AAPAx2A9yMusDvKhcG9dl|15|track
Greatest Hits|0LfM3PGkXE6KvJEE1HkOnz|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|280933|No Questions Asked|43|https://p.scdn.co/mp3-preview/7580da9848e7a65158083b9815debd86b58a8c25?cid=8ab10b4296bd4266b959f2caee8dd7a4|356134ums8iF3GNIrheeYX|16|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|176306|Second Hand News - 2004 Remaster|56|https://p.scdn.co/mp3-preview/c369d638a1874dbf90101a44325ca8503eca8ea1?cid=8ab10b4296bd4266b959f2caee8dd7a4|4SZhxF0sIS8nDvwhT0Tt2V|1|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|257800|Dreams - 2004 Remaster|79|https://p.scdn.co/mp3-preview/40d1f6d82f16b05b62aae47e8e130de04b407fc8?cid=8ab10b4296bd4266b959f2caee8dd7a4|0ofHAoxe9vBkTCp2UQIavz|2|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|134400|Never Going Back Again - 2004 Remaster|63|https://p.scdn.co/mp3-preview/e2a3257f4736ce1e87dc8aca8a820a17d5e326eb?cid=8ab10b4296bd4266b959f2caee8dd7a4|19Shlms2uTnOjIUg50TXzd|3|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|193346|Don't Stop - 2004 Remaster|66|https://p.scdn.co/mp3-preview/45a7eb3cd757473e80584b5cda0969c67841f1e6?cid=8ab10b4296bd4266b959f2caee8dd7a4|3CPeWqqaHR0hmyfsWhMJQs|4|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|223613|Go Your Own Way - 2004 Remaster|73|https://p.scdn.co/mp3-preview/302c9a7eb9231f5d3deccd69830473d20475bc92?cid=8ab10b4296bd4266b959f2caee8dd7a4|4xh7W7tlNMIczFhupCPniY|5|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|200813|Songbird - 2004 Remaster|54|https://p.scdn.co/mp3-preview/ec134772e8876fa84bb531281e60c68c02a8f35f?cid=8ab10b4296bd4266b959f2caee8dd7a4|6DrXZwTuhl5Ow4mcmSWjME|6|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|270213|The Chain - 2004 Remaster|78|https://p.scdn.co/mp3-preview/39267f043904cef22e6652c0ce761114321953fd?cid=8ab10b4296bd4266b959f2caee8dd7a4|5e9TFTbltYBg2xThimr0rU|7|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|216626|You Make Loving Fun - 2004 Remaster|58|https://p.scdn.co/mp3-preview/c82f3cc408e0b63d853fa19cab0a60f5eb8742c5?cid=8ab10b4296bd4266b959f2caee8dd7a4|55mQhobuwtY7lfLAXylg1k|8|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|196853|I Don't Want to Know - 2004 Remaster|54|https://p.scdn.co/mp3-preview/88f9280b86a894e83dfcc883b44f8778c590795d?cid=8ab10b4296bd4266b959f2caee8dd7a4|3B1lK5gNppO22gQLozrxeA|9|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|236240|Oh Daddy - 2004 Remaster|48|https://p.scdn.co/mp3-preview/266436e2765352473b91028f0c25417528145299?cid=8ab10b4296bd4266b959f2caee8dd7a4|2wmr2A1ixEx9qViaOMkkkW|10|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|295626|Gold Dust Woman - 2004 Remaster|50|https://p.scdn.co/mp3-preview/92ae935e9c16b3109ec83a49c77026b4fccc7ae9?cid=8ab10b4296bd4266b959f2caee8dd7a4|2ssyECwAX5JxtcAUTFw7wI|11|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|288786|Silver Springs - 2004 Remaster|55|https://p.scdn.co/mp3-preview/ea722a244f4c354c0213bb09a65fa2934f42f8ba?cid=8ab10b4296bd4266b959f2caee8dd7a4|4nZi6XNe36Ut4Nij3IQ1yC|12|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|48373|Intro - Live 1977|42|https://p.scdn.co/mp3-preview/a18457cc3f8b4f6d4f5fb715284b17659f7e8e22?cid=8ab10b4296bd4266b959f2caee8dd7a4|7iPabscOgrBuDkjZAvOVRD|1|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|158893|Monday Morning - Live at The Fabulous Forum, Inglewood, CA 08/29/77|42|https://p.scdn.co/mp3-preview/b9ecd4b80c2da15ecbe289a71d15f3fe829f7d37?cid=8ab10b4296bd4266b959f2caee8dd7a4|2LWGrxEKOgcOjtkiuX0OPL|2|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|247213|Dreams - Live 1977|43|https://p.scdn.co/mp3-preview/7f899d81406803cee3a4f376f74ea3614e20aa33?cid=8ab10b4296bd4266b959f2caee8dd7a4|5HY7oAMG0FSMewubwIf3iS|3|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|231653|Don't Stop - Live 1977|40|https://p.scdn.co/mp3-preview/ad7d2bbec68956b2b03606235dce22fb2a4254de?cid=8ab10b4296bd4266b959f2caee8dd7a4|7uY8cyuuGiAMaYBZ9mOYxy|4|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|340533|The Chain - Live 1977|42|https://p.scdn.co/mp3-preview/50cd138510befd44d7a0fdccd7764a8260070da6?cid=8ab10b4296bd4266b959f2caee8dd7a4|5m5XW67LO8x72K0GusruVA|5|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|287866|Oh Daddy - Live 1977|38|https://p.scdn.co/mp3-preview/29a847b508b7c4e8b6160a985c828584f0e7c3bb?cid=8ab10b4296bd4266b959f2caee8dd7a4|4Cv8KLIBrN25GRIJ3aeWq2|6|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|475306|Rhiannon - Live 1977|44|https://p.scdn.co/mp3-preview/31eaba77e38a3dc7a9e099a9706f8aa1b4ffb263?cid=8ab10b4296bd4266b959f2caee8dd7a4|1nWyUagJmVzvBGTMDeY73L|7|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|139960|Never Going Back Again - Live 1977|40|https://p.scdn.co/mp3-preview/f39f3e648c52bff0561d0803ab90b45774d6be3f?cid=8ab10b4296bd4266b959f2caee8dd7a4|3q19zFJpKJIaUGyiCyIRTM|8|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|423053|Gold Dust Woman - Live 1977; 2013 Remaster|39|https://p.scdn.co/mp3-preview/627e8a78d611e528e3bf671e3da6ec3427a6b7db?cid=8ab10b4296bd4266b959f2caee8dd7a4|4ODF49KbLTq6Ny1tqm3Dk6|9|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|451493|World Turning - Live at The Fabulous Forum, Inglewood, CA 08/29/77; 2013 Remaster|37|https://p.scdn.co/mp3-preview/c5e01c213b119f22d29d20720c4fc179bd209692?cid=8ab10b4296bd4266b959f2caee8dd7a4|1BosA2iQr78Frmq8tvJPLU|10|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|294466|Go Your Own Way - Live 1977|38|https://p.scdn.co/mp3-preview/b79cde597b8c616e4d5b09d5da20e0e7556f1bac?cid=8ab10b4296bd4266b959f2caee8dd7a4|2m7LB5YNXRgeYD5JCCJt28|11|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|240440|Songbird - Live 1977|36|https://p.scdn.co/mp3-preview/cc7de724399169fc8654f7eba95776bf9b4eda7f?cid=8ab10b4296bd4266b959f2caee8dd7a4|28qWjMf2SlziunHhXj2jx5|12|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|146746|Second Hand News - Early Take|35|https://p.scdn.co/mp3-preview/2c005ef77883129635edcf24295e62019350ef83?cid=8ab10b4296bd4266b959f2caee8dd7a4|37RFudlfMWLtCBirJR14D4|1|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|335133|Dreams - Take 2|45|https://p.scdn.co/mp3-preview/7c7f08363e150f3adc44ee48ae8bdb702a425bfd?cid=8ab10b4296bd4266b959f2caee8dd7a4|0XrPZPotxZNDkuvauuVO8R|2|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|139546|Never Going Back Again - Acoustic Duet|37|https://p.scdn.co/mp3-preview/b3efc10f35210e020f352d8b65fd46677d0b3a6d?cid=8ab10b4296bd4266b959f2caee8dd7a4|6W9ANRwvNdorYlMIuNIClv|3|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|244573|Go Your Own Way - Early Take|36|https://p.scdn.co/mp3-preview/c9cb0e1b9890809f1bc98364548a4aeca910fd35?cid=8ab10b4296bd4266b959f2caee8dd7a4|6BGRxoR5ry5hXaBq5hny0Q|4|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|273266|Songbird - Demo|34|https://p.scdn.co/mp3-preview/6d58a39676447bc15ccea151a62dce503a0e949c?cid=8ab10b4296bd4266b959f2caee8dd7a4|5ASRwP2FXKRx90mlabM8cT|5|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|263906|Songbird - Instrumental, Take 10|34|https://p.scdn.co/mp3-preview/5a87b9f3070a8c0561849df1e6802b73b02e6969?cid=8ab10b4296bd4266b959f2caee8dd7a4|3JR6wXMbEwhZiTUWy3VzZ2|6|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|222173|I Don't Want to Know - Early Take|35|https://p.scdn.co/mp3-preview/4cf0859643ca921d53ec296e4ceeed05c2f01c34?cid=8ab10b4296bd4266b959f2caee8dd7a4|07ACyen8ZVO9SNwaQjxyRy|7|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|314026|Keep Me There - Instrumental; 2013 Remaster|33|https://p.scdn.co/mp3-preview/51c637c4f939c7b64415b19742e1ec4f2fa41a75?cid=8ab10b4296bd4266b959f2caee8dd7a4|6MWLG6GNRdV9qCI7LrK9BR|8|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|329133|The Chain - Demo|38|https://p.scdn.co/mp3-preview/f222ad68637c34dc510023df3133c47fea68c490?cid=8ab10b4296bd4266b959f2caee8dd7a4|1Q5ckQPz1tsDu2XrFPX8xr|9|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|258920|Keep Me There - With Vocal; 2013 Remaster|34|https://p.scdn.co/mp3-preview/4efe5ba7ec1009bafda6b09ffcf9a0785a98b4ee?cid=8ab10b4296bd4266b959f2caee8dd7a4|4Gh28kZ8ZQi94s2anlN2Rp|10|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|325226|Gold Dust Woman - Early Take; 2013 Remaster|35|https://p.scdn.co/mp3-preview/9813167c4dd763dadadc3c7118efc382ecbed46c?cid=8ab10b4296bd4266b959f2caee8dd7a4|6taHwllEzlP3ckIoQ1CTmn|11|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|228413|Oh Daddy - Early Take|33|https://p.scdn.co/mp3-preview/32a71cd4693609d84e11a4f990e0f9cde59daaa7?cid=8ab10b4296bd4266b959f2caee8dd7a4|3bG0XMhDTUoMkAV2pFAbNb|12|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|331720|Silver Springs - Early Take|35|https://p.scdn.co/mp3-preview/9a6351c48fe4083105b4fb6488225485f05839ae?cid=8ab10b4296bd4266b959f2caee8dd7a4|4MOWpt4OwvU32uMi1jR4oD|13|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|267946|Planets of the Universe - Demo; 2013 Remaster|36|https://p.scdn.co/mp3-preview/09157946e7ab26378a9706bfb9ec6a1dbe59ee49?cid=8ab10b4296bd4266b959f2caee8dd7a4|3jA5KKyAh3RS07CHzyi0A2|14|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|63146|Doesn't Anything Last - Acoustic Duet; 2013 Remaster|33|https://p.scdn.co/mp3-preview/47f59f2550f7b2439098d3090c9ca855f02b1282?cid=8ab10b4296bd4266b959f2caee8dd7a4|6sarQ376udcoZe6jBdfT8O|15|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|156893|Never Going Back Again - Instrumental|33|https://p.scdn.co/mp3-preview/27092bcb8399b18e91086f7c719a3234ee3dfc57?cid=8ab10b4296bd4266b959f2caee8dd7a4|3h6lMYfnBwx2rpeAsi6eO9|16|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|167533|Second Hand News - Sessions, Roughs & Outtakes; 2004 Remaster|33|https://p.scdn.co/mp3-preview/582f100599b63173cfde07d7b1b849a7238c36a8?cid=8ab10b4296bd4266b959f2caee8dd7a4|1OG8BRnkZ12kyDHrwdsDmw|1|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|261546|Dreams - Sessions, Roughs & Outtakes; 2004 Remaster|52|https://p.scdn.co/mp3-preview/49603fadf183222535dd803d0989702c388756c7?cid=8ab10b4296bd4266b959f2caee8dd7a4|23hieFLBMATmL2HseI2nBL|2|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|170680|Brushes (Never Going Back Again) - Sessions, Roughs & Outtakes; 2004 Remaster|33|https://p.scdn.co/mp3-preview/5d244b4ed002965fd2a7f3f5138b6f2d7f791634?cid=8ab10b4296bd4266b959f2caee8dd7a4|7rQNTHKdi50NLDzFoIDhaG|3|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|213386|Don't Stop - Sessions, Roughs & Outtakes; 2004 Remaster|33|https://p.scdn.co/mp3-preview/3bec53086de3fba932e8f5df64d222b1f0cef2fe?cid=8ab10b4296bd4266b959f2caee8dd7a4|1ijJHUtNSzqQrWOgh9fkVu|4|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|186000|Go Your Own Way - Sessions, Roughs & Outtakes; 2004 Remaster|34|https://p.scdn.co/mp3-preview/44916e9f4534f4b8dac05550e275ff3b2c591ca6?cid=8ab10b4296bd4266b959f2caee8dd7a4|3AsOTlJkROSGG5JL7cjyCw|5|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|191960|Songbird - Sessions, Roughs & Outtakes; 2004 Remaster|32|https://p.scdn.co/mp3-preview/e4aa32ea6a10cb7e7ad81f00ef23922ca2096572?cid=8ab10b4296bd4266b959f2caee8dd7a4|6Qtngx8oTu8BEfasSIhpEY|6|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|367986|Silver Springs - Sessions, Roughs & Outtakes; 2004 Remaster|34|https://p.scdn.co/mp3-preview/5cb0d96ff506ac7eb335ad58683e53312c699652?cid=8ab10b4296bd4266b959f2caee8dd7a4|0oV45hcZ8tA1YD4Cp7Fthl|7|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|296786|You Make Loving Fun - Sessions, Roughs & Outtakes; 2004 Remaster|34|https://p.scdn.co/mp3-preview/037f2434eaf96f391ac94672132d3f06919e4b4e?cid=8ab10b4296bd4266b959f2caee8dd7a4|0g2d9az1nHhDQ4fecenUB0|8|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|302653|Gold Dust Woman #1 - Sessions, Roughs & Outtakes 2004 Remaster|33|https://p.scdn.co/mp3-preview/f1fe7cdf0f7917341679776c3643706598fabb75?cid=8ab10b4296bd4266b959f2caee8dd7a4|3WYW9JpdalkQyvDJLFSpUp|9|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|238853|Oh Daddy - Sessions, Roughs & Outtakes; 2004 Remaster|32|https://p.scdn.co/mp3-preview/9f9680f6da27a3a6a0bcd5a9227edc09f1a22de0?cid=8ab10b4296bd4266b959f2caee8dd7a4|4gtjUlg2vc9eY58zW7qDWK|10|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|175920|Think About It - Sessions, Roughs & Outtakes; 2004 Remaster|34|https://p.scdn.co/mp3-preview/de92e156a11d5cf11738e366c04d95df4268afc5?cid=8ab10b4296bd4266b959f2caee8dd7a4|6KofjaI6WHZTmJXrX1dzvQ|11|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|116560|Never Going Back Again - Early Demo; 2004 Remaster|32|https://p.scdn.co/mp3-preview/96694bb5876f1569e6524d104a403c66c0315e55?cid=8ab10b4296bd4266b959f2caee8dd7a4|38yhxvKa7jbtXetFicPJ2O|12|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|198200|Planets of the Universe - Early Demo; 2004 Remaster|34|https://p.scdn.co/mp3-preview/20546666bb1337aca6bcd864008433d5475716e5?cid=8ab10b4296bd4266b959f2caee8dd7a4|2h2iBeWUKrTatKXI8A2mBz|13|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|131853|Butter Cookie (Keep Me There) - Early Demo; 2004 Remaster|31|https://p.scdn.co/mp3-preview/d952e59d862fbd698de02df06e5e930ea69982b2?cid=8ab10b4296bd4266b959f2caee8dd7a4|15ZWMcmupnOD63UIv5VNaB|14|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|301306|Gold Dust Woman - Early Demo; 2004 Remaster|33|https://p.scdn.co/mp3-preview/5855a2235970037a60a9859e656abd7596ef72ac?cid=8ab10b4296bd4266b959f2caee8dd7a4|1nptT2jiMLugJslPpbmjH3|15|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|70746|Doesn't Anything Last - Early Demo; 2004 Remaster|31|https://p.scdn.co/mp3-preview/790cb940db7a8e9a640fab3551a5581300a96a44?cid=8ab10b4296bd4266b959f2caee8dd7a4|2N4RSkKDPB3Pzi4bN6hVGd|16|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|59893|Mic the Screecher - Jam Sessions; 2004 Remaster|30|https://p.scdn.co/mp3-preview/2e2f73fa3cd4974593964f33bbad9868f8b5e140?cid=8ab10b4296bd4266b959f2caee8dd7a4|1ZqWeLH3eZ9BhJJsA25wEd|17|track
Rumours (Super Deluxe)|0BwWUstDMUbgq2NYONRqlu|Fleetwood Mac|08GQAI4eElDnROBrJRGE0X|266693|For Duster (The Blues) - 2004 Remaster|32|https://p.scdn.co/mp3-preview/a2aaee2dd4be1d83e1dbe82acee8e2bb71fd9947?cid=8ab10b4296bd4266b959f2caee8dd7a4|7sQUQZ2yDElEa3oh7SRBag|18|track
Elaenia|51QBkcL7S3KYdXSSA0zM9R|Floating Points|2AR42Ur9PcchQDtEdwkv4L|308146|Nespole|23|https://p.scdn.co/mp3-preview/928bdfeec045aa93710631792dd9e11f5d510028?cid=8ab10b4296bd4266b959f2caee8dd7a4|7sn0qBNJCtvsbqTq0jU9Yo|1|track
Elaenia|51QBkcL7S3KYdXSSA0zM9R|Floating Points|2AR42Ur9PcchQDtEdwkv4L|642653|Silhouettes (I, II, III)|28|https://p.scdn.co/mp3-preview/02d726b0c7fbde0c1f433e6155f02c1208af0129?cid=8ab10b4296bd4266b959f2caee8dd7a4|2D4VTAyHTFegKvcw9oRZhX|2|track
Elaenia|51QBkcL7S3KYdXSSA0zM9R|Floating Points|2AR42Ur9PcchQDtEdwkv4L|434733|Elaenia|21|https://p.scdn.co/mp3-preview/b51fd2704678e1a8659b79a9bbb43e46f9002273?cid=8ab10b4296bd4266b959f2caee8dd7a4|0N2qywwU3uwndRfk03yGJM|3|track
Elaenia|51QBkcL7S3KYdXSSA0zM9R|Floating Points|2AR42Ur9PcchQDtEdwkv4L|274373|Argente|24|https://p.scdn.co/mp3-preview/0a831840922b0ba6ef5d48fc4e7373ee61b2a20d?cid=8ab10b4296bd4266b959f2caee8dd7a4|6s4vrjTbMNjZues9hgBThf|4|track
Elaenia|51QBkcL7S3KYdXSSA0zM9R|Floating Points|2AR42Ur9PcchQDtEdwkv4L|239120|Thin Air|20|https://p.scdn.co/mp3-preview/49a22c7107be10729ca8e8dd48ae11bcf48098cd?cid=8ab10b4296bd4266b959f2caee8dd7a4|2hVg3qdtuRV2ek7pnkd2ky|5|track
Elaenia|51QBkcL7S3KYdXSSA0zM9R|Floating Points|2AR42Ur9PcchQDtEdwkv4L|346586|For Marmish|33|https://p.scdn.co/mp3-preview/dc0af71b3bcdc7af86c9705189b9926fd9b28c13?cid=8ab10b4296bd4266b959f2caee8dd7a4|5fxl9rZa5KyzDdw8LDKbTb|6|track
Elaenia|51QBkcL7S3KYdXSSA0zM9R|Floating Points|2AR42Ur9PcchQDtEdwkv4L|314666|Peroration Six|22|https://p.scdn.co/mp3-preview/07a4e975763533cadef4f2a085d6ee02ae76a202?cid=8ab10b4296bd4266b959f2caee8dd7a4|0NPpu0Q0hkTkUGB9iCdczu|7|track
Anything Goes|5NG7WZaCZZ12M5LJm0JcVc|Florida Georgia Line|3b8QkneNDz4JHKKKlLgYZg|218866|Anything Goes|67|https://p.scdn.co/mp3-preview/9fd6ea80f2b287f4d63c1ae991a4a08bbe8dfc9c?cid=8ab10b4296bd4266b959f2caee8dd7a4|46ZfPS5VpSQVU5gb82hg3K|1|track
Anything Goes|5NG7WZaCZZ12M5LJm0JcVc|Florida Georgia Line|3b8QkneNDz4JHKKKlLgYZg|184706|Sun Daze|64|https://p.scdn.co/mp3-preview/1b393d16f246795327a0248c005f82216a9c74b6?cid=8ab10b4296bd4266b959f2caee8dd7a4|0El2Zyt68nYySFDG87hZgM|2|track
Anything Goes|5NG7WZaCZZ12M5LJm0JcVc|Florida Georgia Line|3b8QkneNDz4JHKKKlLgYZg|196373|Good Good|53|https://p.scdn.co/mp3-preview/0ec0e411d729f086fa4e50d915490fa388bd4f1b?cid=8ab10b4296bd4266b959f2caee8dd7a4|0VhjSCScYGOmEKr24FBNSM|3|track
Anything Goes|5NG7WZaCZZ12M5LJm0JcVc|Florida Georgia Line|3b8QkneNDz4JHKKKlLgYZg|230586|Dirt|63|https://p.scdn.co/mp3-preview/1baf4e4f64128e143fc219186cf850c03173c7cd?cid=8ab10b4296bd4266b959f2caee8dd7a4|5CXnIPD6rTjszYYQm6fY2P|4|track
Anything Goes|5NG7WZaCZZ12M5LJm0JcVc|Florida Georgia Line|3b8QkneNDz4JHKKKlLgYZg|169866|Smile|52|https://p.scdn.co/mp3-preview/4df41e8bc4c6630e8c2e2bb72c70ac31eff34820?cid=8ab10b4296bd4266b959f2caee8dd7a4|0bPiq3JmsZErLIkhVqajp9|5|track
