query_artist,query_title,id,name,artist,artist_id,n_artists,type,release_date,total_tracks,popularity
Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,0InO6eGRL47KErEYEoc2rP,Man On The Moon II: The Legend Of Mr. Rager,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,1,album,2010-01-01,17,60
Kid Cudi,Man On The Moon: The End Of Day,47y3PbX8oIDCkYAFylCJz0,Man On The Moon: The End Of Day,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,1,album,2009-09-15,15,75
Kid Cudi,Man On The Moon: The End Of Day,2S8AWAM0nxyFy66YnUfIs3,Man On The Moon: The End Of Day (Deluxe),Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,1,album,2009-01-01,18,70
Kid Cudi,Man On The Moon: The End Of Day,7ft2KdtDrMej4zS4MSOdNp,Man On The Moon: The End Of Day (Deluxe),Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,1,album,2009-01-01,18,48
Kid Cudi,Man On The Moon: The End Of Day,2ydhEMN7Cwl2Zjta7yqIgE,Man On The Moon: The End Of Day,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,1,album,2009-01-01,15,33
Kid Ink,Full Speed,0d8ZiQuUcHDzUkqz9PEn7j,Full Speed,Kid Ink,6KZDXtSj0SzGOV705nNeh3,1,album,2015-01-02,12,54
Kid Ink,Full Speed,3Y5gM9xG4U5bXyMjpPWIRP,Full Speed (Expanded Edition),Kid Ink,6KZDXtSj0SzGOV705nNeh3,1,album,2015-03-04,16,61
Kid Ink,My Own Lane,6qBNm8dkdowRUUrN7uwR11,My Own Lane (Expanded Edition),Kid Ink,6KZDXtSj0SzGOV705nNeh3,1,album,2014-01-06,18,68
Kid Rock,Born Free,5zYwSRllQRaJFdQEcvCO8l,Born Free,Kid Rock,7dOBabd5O4CvKrg4iriHTM,1,album,2010-11-15,13,54
Kid Rock,Born Free,5YWQ7FIhfm1oJJag1FCBQS,Born Free Single,Rock Kid Cowboy,3pVPJeOjHFbhMVC8BmKBdN,1,album,2011-03-18,1,1
Kid Rock,Born Free,2oeNYJQxDC1QCAw1gPNrCA,Born Free - A Tribute to Kid Rock,Rock Kid Cowboy,3pVPJeOjHFbhMVC8BmKBdN,1,album,2011-03-18,1,0
Kid Rock,Born Free,1gMEE3kiBQajp7Sr4KP4Ns,Born Free: Tribute to the Heartland,Kid Can Rock,5Botbc1FPLxkUKCDpyH2J3,1,album,2010-11-08,2,0
Kid Rock,Cocky,64du8CiAmKAzVswhA3RK4r,Cocky,Kid Rock,7dOBabd5O4CvKrg4iriHTM,1,album,2001-11-19,14,66
Kid Rock,Cocky,6sbIfX2xCmVps996eLAxdp,Cocky,Kid Rock,7dOBabd5O4CvKrg4iriHTM,1,album,2001-11-19,13,17
Kid Rock,First Kiss,1IimUkW165cja12nXd2SPW,First Kiss,Kid Rock,7dOBabd5O4CvKrg4iriHTM,1,album,2015-02-20,10,55
Kid Rock,First Kiss,2UxaSRvRoZhTVRtDRTKCAf,First Kiss,Kid Rock,7dOBabd5O4CvKrg4iriHTM,1,album,2015-01-06,1,26
Kid Rock,First Kiss,73elYfD2GdAGpcKHL9pPef,First Kiss,Kid Rock,7dOBabd5O4CvKrg4iriHTM,1,album,2015-02-20,10,20
Kid Rock,Kid Rock,285ViyfNKx6YEY6J2bnFhB,Kid Rock,Kid Rock,7dOBabd5O4CvKrg4iriHTM,1,album,2003-11-11,15,49
Kid Rock,Kid Rock,1SKyANQU9aPOko0tDNEAnX,Kids Rock Party - Sung by Kids for Kids (Clean Lyrics),Kids Rock Kidz,6CmyHNm8Nhkxaqhs31DABo,1,album,2014-05-19,15,34
Kid Rock,Kid Rock,0OE7ESqvOBNX1MHHkb0JeX,Limbo Rock Kids Party,Limbo Rock Kids Party,5Mtwfzsnnoui0egwH3OsKD,1,album,2012-01-31,21,26
Kid Rock,Kid Rock,4aUeXpVuf2vAhyp5yRR4PC,"Rock 'n' Roll 101 for Kids, Vol. 2",The Countdown Kids,6PZYFmF3PH6cOREAzfXiAL,1,album,2007-10-09,18,27
Kid Rock,Kid Rock,6GfJ6AAWXhht63mWibomSJ,Kid Rock,Kid Rock,7dOBabd5O4CvKrg4iriHTM,1,album,2003-11-11,15,16
Kid Rock,Kid Rock,1fUH6Xh4HZmbOaYJBeWAZA,Hymns for Kids: Rock of Ages,Clovercroft Kids,4d8pFJwCoD1mX4wAn7Ax2h,1,album,2014-09-30,40,15
Kid Rock,Kid Rock,1cKhfFsr5bGNqEe3Nug6h7,Kids Rock!,Kids Rock!,0PWNruMiWon33eaOE83jER,1,album,2011-04-22,26,16
Kid Rock,Kid Rock,2AbHlVmmQcplPhTWcX1qkl,The Countdown Kids - 25 Rock 'n Roll Hit Singles,The Countdown Kids,6PZYFmF3PH6cOREAzfXiAL,1,album,2018-07-20,25,11
Kid Rock,Kid Rock,1V8SgHCRADN6ztHbwCitGA,Kidz Rock,Kidz Rock,2dEAtJpmyrpomqgu1Cjjqi,1,album,2015-01-01,15,6
Kid Rock,Kid Rock,3OGtTnPg8BBNxSQ9ks71ak,kids will rock you,Rock Kids,6nWuHWc1Up8xqXkG5XR0cQ,1,album,2003-08-15,16,19
Kid Rock,Kid Rock,6PV0jEq02K1tLAL5bq8Mfg,Rock Songs For Kids,Rock Songs For Kids,5JJadw4EbdsZSLLnT9pBHW,1,album,2017-12-17,5,10
Kid Rock,Kid Rock,7BF7l6BIXtLawbYDD97Q7S,Kidd Rocky,KiddKill,5NsWe8M0FdlgW4A9WFqCjq,1,album,2020-03-09,6,0
Kid Rock,Kid Rock,1HCQ6oEV1Af3k5JL5gb6Sd,Rock'n'Roll Kid,Status Kids,79vzcgKlvUNoMaqGYNuKFo,1,album,2000,14,6
Kid Rock,Kid Rock,6TPo0XS5SrRgFnH03hCO0p,Rockin' Kids Christmas,Kidzone,6i1qu6ITcSL2Ss6qr7Nzkn,1,album,2012,18,2
Kid Rock,Kid Rock,1oCxcYpur9MZpdkRzxlpNL,Rock 'n' Kids!,Rock 'n' Kids,2uYcBI7TrowBZF6XT9V6FP,1,album,2013-06-01,13,0
Kid Rock,Kid Rock,1a1M6saUH9bbqLIsyfgjQ4,Kids Rock Family,Kids Rock Family,4TXpcVHvPaewurN3cChlPV,1,album,2018-12-12,1,0
Kid Rock,Kid Rock,3mPWf94kMpcuMcQad1gdik,Kidz Town Rock,Kidz Town Rock,0tyqNQ1yXk9cHi7Wl5OMsh,1,album,2008,10,0
Kid Rock,Kid Rock,3LoIpD9SIbcTIDEd4fHmvH,KIDS BOSSA Presents: Kids Rocks,KIDS BOSSA,6VLDP5hKuOuBRSkd4tzrMc,1,album,2015-02-03,12,6
Kid Rock,Kid Rock,5TFEeX8nUEVoML4a3hF9hP,"Kidmixx, Vol. 10 Rock!",KidMixx,2MSxcXtbyOYzhuB3d4Pjpm,1,album,2016-03-09,10,0
Kid Rock,Kid Rock,17CPfWEUtegYfaV8ALYAkb,""" Rockabye Kids Music """,Nursery Rhymes & Kids Songs,35EH6RMaKg1zLs9uLYQFsb,1,album,2020-02-22,30,0
Kid Rock,Kid Rock,1H9mKfwNMXBcoAAL7s6s8I,Rock Music for Kids:,Rock Jam Kids,68cLuyl4N0ZxUYlhfUHinn,1,album,2011-10-04,1,0
Kid Rock,Kid Rock,6v1kDxfF8EdqlyhKKJv5CB,Limbo Rock Kids Party,Limbo Rock Kids,1E9A8Q6ENVGTQaLEpmm7Lf,1,album,2012-01-31,22,0
Kid Rock,Kid Rock,7nPdhA6hcPrBSaE5eWAOY8,Pharaoh The Kid (Rocketships),Pharaoh the Kid,37M8wx1NvoiQujq2cN0hhT,1,album,2020-12-15,1,0
Kid Rock,Kid Rock,5FGnxhia3UXsCNOOwhazur,Kids Rock Party Hits,The Hit Crew Kids,25WMrBRksXDi16Zjr23VUN,1,album,2010-04-20,10,3
Kid Rock,Kid Rock,1gFH8TBtR7SbZhoruyLFqQ,The Asian Kid Rock,Cash N Kid Fop,5xRORO6HxdAYJpfWUhfIvS,1,album,2020-05-15,1,0
Kid Rock,Kid Rock,4FeViVoTMUXSn6UOv2aF3y,Star Rock for Kids,Star Rock for Kids,2uCPO67UiONCrpsqu1oXMB,1,album,2011-06-14,18,1
Kid Rock,Kid Rock,63jeMj7myRMIFNLofh5ZDs,"Kidmixx, Vol. 9 Rock Star",KidMixx,2MSxcXtbyOYzhuB3d4Pjpm,1,album,2016-03-09,10,0
Kid Rock,Kid Rock,4JQYDYkZSYVzkUmwZSj3Z9,Rock Music for Kids: Clouds,Rock Jam Kids,68cLuyl4N0ZxUYlhfUHinn,1,album,2011-10-04,1,0
Kid Rock,Kid Rock,10mZGTHu5Ap0JbdvLYGdhX,"Kidz Town Rock, Vol. 2",Kidz Town Rock,0tyqNQ1yXk9cHi7Wl5OMsh,1,album,2010-01-01,10,0
Kid Rock,Kid Rock,3Nt9L4SBH44VfKddzlk8XD,Rock Music for Kids: Trust,Rock Jam Kids,68cLuyl4N0ZxUYlhfUHinn,1,album,2011-10-04,1,0
Kid Rock,Kid Rock,3v9bHCr5OE2Ft9eR09Babb,The Asian Kid Rock (Remastered),Cash N Kid Fop,5xRORO6HxdAYJpfWUhfIvS,1,album,2020-05-15,1,0
Kid Rock,Kid Rock,6UfmaI5FocxOGcALqa9jgW,"Ago Kids Rock, Vol. 2",A-Go! Kids Rock,0HZdTHQv2cnNsAIv9OinAz,1,album,2017-04-01,18,0
Kid Rock,Kid Rock,4ShMsNPAuNk3n2z2YI9Waa,Kids Rock! (hit Songs Sung By Kids),Sure Shot Kid,12kfZ7xmh4PiAZ0QM9Vcxc,1,album,2014-08-19,15,2
Kid Rock,Kid Rock,074N5h4XmfBzJIalvXqVyQ,Rock Music for Kids: Blast Off,Rock Jam Kids,68cLuyl4N0ZxUYlhfUHinn,1,album,2011-10-04,1,0
Kid Rock,Kid Rock,2BvAjrsu9ENxDCv2UcQ45B,Rock Music for Kids: Just Go,Rock Jam Kids,68cLuyl4N0ZxUYlhfUHinn,1,album,2011-10-04,1,0
Kid Rock,Kid Rock,5Nm60Az5TlkY93D8dSkt9l,"Rock & Roll Kids, Vol. 1",The Countdown Kids,6PZYFmF3PH6cOREAzfXiAL,1,album,2013-01-01,20,2
Kid Rock,Kid Rock,6phQxmFPMb9adwNTGrSREU,"Rock & Roll Kids, Vol. 2",The Countdown Kids,6PZYFmF3PH6cOREAzfXiAL,1,album,2013-01-01,19,1
Kid Rock,Kid Rock,7jYhDGh1U08m0emp1aJCVA,"Rock & Roll Kids, Vol. 3",The Countdown Kids,6PZYFmF3PH6cOREAzfXiAL,1,album,2013-01-01,20,2
Kid Rock,Kid Rock,51KroLE7vSYWCGk39udNnL,"A-Go! Kids Rock, Vol. 1",A-Go! Kids Rock,0HZdTHQv2cnNsAIv9OinAz,1,album,2014-06-01,22,2
Kid Rock,Kid Rock,1zyBMxfzWyO9V3AdWSWjgV,Rock Party Music for Kids Vol. Five,Party Kid Rockers,3yTDMlhTZCGYcGy9FYaKKf,1,album,2012-02-14,10,0
Kid Rock,Kid Rock,3aZzcMrG1xjhLT49vaqy6k,Rock Party Music for Kids Vol. Four,Party Kid Rockers,3yTDMlhTZCGYcGy9FYaKKf,1,album,2012-02-14,10,0
Kid Rock,Kid Rock,1Q2wc9ecocwq80fha9JNgg,Rock Party Music for Kids Vol. One,Party Kid Rockers,3yTDMlhTZCGYcGy9FYaKKf,1,album,2012-02-14,10,0
Kid Rock,Kid Rock,61goxpIKbCAfLkPUk4sC5J,"Rock 'n' Roll 101 for Kids, Vol. 1",The Countdown Kids,6PZYFmF3PH6cOREAzfXiAL,1,album,2007-10-09,18,2
Kid Rock,Kid Rock,6Vtvz0Nbl7VgNiNHaFY5VG,Turnup (feat. P Da Thizz Kid) - Single,Driven The Rockstar Kid feat. P Da Thizz Kid|Driven the rockstar kid,0yozqu3pgNriMZiG31dOy2|3A8apwqkw3rb3xrtCdkmoU,2,album,2015-04-05,1,0
Kid Rock,Kid Rock,5kjQuEaNYbnt9VXYlTbxpK,Super Dance Party Music for Kids Vol. Two,Party Kid Rockers,3yTDMlhTZCGYcGy9FYaKKf,1,album,2012-02-14,10,0
Kid Rock,Kid Rock,6Ovs92TtHog0VFLQApyB1c,Super Dance Party Music for Kids Vol. Eight,Party Kid Rockers,3yTDMlhTZCGYcGy9FYaKKf,1,album,2011-06-01,10,0
Kid Rock,Kid Rock,0b0zojC0c3mURkU0FzXZcd,Super Dance Party Music for Kids Vol. One,Party Kid Rockers,3yTDMlhTZCGYcGy9FYaKKf,1,album,2012-02-14,10,0
Kid Rock,Kid Rock,0bRsonlJ8HbrVXUx4d1LBH,Rock N Roll Cowboy: The Essential Kid Rock Tribute,Rock Kid,4atgE3xBikENsOKoQ1iYJE,1,album,2010-12-09,24,18
Kid Rock,Kid Rock,2alsk9XWC9JgQuj83J2uHU,Kids Rock Party - Karaoke,Kids Rock Kidz,6CmyHNm8Nhkxaqhs31DABo,1,album,2014-05-27,15,14
Kid Rock,Kid Rock,1epubtFzJ8v3LWfpW6Gvat,Rock Kid Cowboy: The Ultimate Kid Rock Tribute,Rock Kid Cowboy,3pVPJeOjHFbhMVC8BmKBdN,1,album,2011-03-21,9,8
Kid Rock,Rebel Soul,6Ay56OhPnNJaEZmjqg1H3N,Rebel Soul,Kid Rock,7dOBabd5O4CvKrg4iriHTM,1,album,2012-11-16,14,47
Kid Rock,Rebel Soul,7pp8o7VAv8r1i2KLVs6T12,Rebel Soul,Kid Rock,7dOBabd5O4CvKrg4iriHTM,1,album,2012-11-14,14,27
Kid Rock,Rock N Roll Jesus,2xChdOg0PvxzHzE1BooUpI,Rock n Roll Jesus,Kid Rock,7dOBabd5O4CvKrg4iriHTM,1,album,2007-10-09,12,70
Kid Rock,Rock N Roll Jesus,7x0LEzX09mzTJbZeYgwiC1,Rock n Roll Jesus,Kid Rock,7dOBabd5O4CvKrg4iriHTM,1,album,2007-10-09,12,42
Kids See Ghosts,Kids See Ghosts,6pwuKxMUkNg673KETsXPUV,KIDS SEE GHOSTS,KIDS SEE GHOSTS|Kanye West|Kid Cudi,2hPgGN4uhvXAxiXQBIXOmE|5K4W6rqBFWDnAN6FQUkS6x|0fA0VVWsXO9YnASrzqfmYu,3,album,2018-06-08,7,73
Kidz Bop Kids,Kidz Bop 10,4H45yfw9zSYGvh97PnzLut,Kidz Bop 10,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2006-08-01,18,21
Kidz Bop Kids,Kidz Bop 11,1nykjtaWyGxDsSrwG4hWi4,Kidz Bop 11,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2007-02-20,19,23
Kidz Bop Kids,Kidz Bop 13,3tR1T8EPzKAZheo6Al7UT0,Kidz Bop 13,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2008-02-19,18,20
Kidz Bop Kids,Kidz Bop 15,3odkxIdGoRTWqNWoH7zBUz,Kidz Bop 15,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2009-01-01,18,24
Kidz Bop Kids,Kidz Bop 17,7GPlwf1HOjXRDqPPqWxteB,Kidz Bop 17,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2010-01-26,17,34
Kidz Bop Kids,Kidz Bop 18,7GNzSCxbw5q9fFk6mOeIpc,Kidz Bop 18,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2010-07-20,16,28
Kidz Bop Kids,Kidz Bop 19,1cxheYOFpoHV3vJ1KxQciE,Kidz Bop 19,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2011-01-18,16,30
Kidz Bop Kids,Kidz Bop 20,5eU8DCQKzpinsnzAAJwlbf,KIDZ BOP 2021,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2020-10-23,44,68
Kidz Bop Kids,Kidz Bop 20,3TWPpe04eqqUaZDFSOmNnf,Kidz Bop 20,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2011-07-19,16,27
Kidz Bop Kids,Kidz Bop 21,272fQpCPOG9CcFHXs7dZyd,Kidz Bop 21,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2012-01-17,16,33
Kidz Bop Kids,Kidz Bop 22,3xOzz2MWxsvGVZbf5Z8Q4c,Kidz Bop 22,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2012-07-17,16,33
Kidz Bop Kids,Kidz Bop 23,0mWpeQ5FiYBVWnPRzRjYwQ,Kidz Bop 23,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2013-01-15,16,33
Kidz Bop Kids,Kidz Bop 24,2N60MpD5FLy6PRQ9ChG6oH,Kidz Bop 24,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2013-07-16,16,36
Kidz Bop Kids,Kidz Bop 25,1NDPqfE7xMA826wRfkmVJ3,Kidz Bop 25,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2014-01-14,19,38
Kidz Bop Kids,Kidz Bop 26,6AsZVhKAx8srkIJugNmYOj,Kidz Bop 26,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2014-07-15,15,47
Kidz Bop Kids,Kidz Bop 27,0hOfYUluBZkHPmTGkcLJuO,Kidz Bop 27,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2015-01-13,15,48
Kidz Bop Kids,Kidz Bop 28,2Vh73FD6YV5afi2SVJ8qkB,Kidz Bop 28,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2015-03-24,14,48
Kidz Bop Kids,Kidz Bop 3,48NOB9lIic6YIouK1B4GMj,KIDZ BOP 37,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2018-01-19,15,48
Kidz Bop Kids,Kidz Bop 3,7AlQ2bwjab77SFsoUCO3P7,KIDZ BOP 39,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2019-01-18,18,49
Kidz Bop Kids,Kidz Bop 3,2tLmEW6OUwHh2cncZOVpQ7,KIDZ BOP 34,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2017-01-20,14,46
Kidz Bop Kids,Kidz Bop 3,45kCF1eONbksVLaWkorZLF,KIDZ BOP 38,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2018-07-13,16,46
Kidz Bop Kids,Kidz Bop 3,446h1jQEUAz94QrRd9Ry3y,KIDZ BOP 35,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2017-07-14,16,45
Kidz Bop Kids,Kidz Bop 3,3eWdhUgp0xkZ9oAAHr4fvs,Kidz Bop 30,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2015-10-16,15,45
Kidz Bop Kids,Kidz Bop 3,58KAwArwdxMXyEC3OLuInP,KIDZ BOP 33,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2016-10-14,14,44
Kidz Bop Kids,Kidz Bop 3,5wZgeat7Y8E8dQP1F6hz42,KIDZ BOP 31,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2016-01-15,15,43
Kidz Bop Kids,Kidz Bop 3,7CdyApdN5Hamda6NepONvs,KIDZ BOP 36,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2017-10-13,16,43
Kidz Bop Kids,Kidz Bop 3,0qGfgCfiUYTLhrkF1iDR50,KIDZ BOP 32,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2016-01-01,15,42
Kidz Bop Kids,Kidz Bop 3,0Wd2OFVCVNm7OuwvtBydAT,KIDZ BOP 39 (Deluxe Edition),Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2019-04-19,25,39
Kidz Bop Kids,Kidz Bop 3,2pBoJh0OJ9rvpbHiUA7H1E,Kidz Bop 3,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2003-03-04,18,20
Kidz Bop Kids,Kidz Bop 30,3eWdhUgp0xkZ9oAAHr4fvs,Kidz Bop 30,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2015-10-16,15,45
Kidz Bop Kids,Kidz Bop 31,5wZgeat7Y8E8dQP1F6hz42,KIDZ BOP 31,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2016-01-15,15,43
Kidz Bop Kids,Kidz Bop 7,5dI0amxbWu767zkQ7M3yUC,Kidz Bop 7,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2005-02-22,18,22
Kidz Bop Kids,Kidz Bop 9,6cbz5Mh8fczFaZmAavMe3q,Kidz Bop 9,Kidz Bop Kids,1Vvvx45Apu6dQqwuZQxtgW,1,album,2006-02-21,18,24
Killer Mike,R.A.P. Music,5EAhUoAz1G3WTvIfGZvmrh,R.A.P. Music,Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,1,album,2012-05-15,12,48
Killer Mike,R.A.P. Music,1gvkFTPF1rKpNnbfzitx5T,R.A.P. Music [Instrumentals],Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,1,album,2012-09-18,12,16
Killer Mike,R.A.P. Music,0I2VFkosuGRfni7LnmlxYB,R.A.P. Music,Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,1,album,2012-05-15,12,8
Kings Of Leon,Come Around Sundown,5xFZ4iElFbUFtOGX4lvdTM,Come Around Sundown (Expanded Edition),Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,1,album,2010-10-19,16,67
Kings Of Leon,Mechanical Bull,0cRJKK0y1sfZEqWub4dK9v,Mechanical Bull (Expanded Edition),Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,1,album,2013-09-24,13,67
Kings Of Leon,Only By The Night,5CZR6ljD0x9fTiS4mh9wMp,Only By The Night,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,1,album,2008-09-23,11,80
Kip Moore,Up All Night,191BU6Uvnf7oNTjO4n36Yu,Up All Night,Kip Moore,2hJPr4lk7Q8SSvCVBl9fWM,1,album,2012-01-01,11,66
Kip Moore,Up All Night,1wLQCdAXQr2fS68g1LxqCs,Up All Night (Deluxe),Kip Moore,2hJPr4lk7Q8SSvCVBl9fWM,1,album,2015-02-16,18,43
Kip Moore,Up All Night,6g9JMMqNV3t8M3auEt7YRe,Up All Night (Spotify Interview),Kip Moore,2hJPr4lk7Q8SSvCVBl9fWM,1,album,2012-01-01,11,14
Kirk Franklin,Hello Fear,6CkiHbEFRtD75ghxLBOn3N,Hello Fear,Kirk Franklin,4akybxRTGHJZ1DXjLhJ1qu,1,album,2011-03-21,15,56
Kirk Franklin,Hero,6j1ewaeiw48zvPdaC3RK7m,Hero,Kirk Franklin,4akybxRTGHJZ1DXjLhJ1qu,1,album,2005-10-03,20,52
Kirk Franklin,The Fight Of My Life,4jOZyxhGDWkhJ5xXZirKDW,The Fight Of My Life,Kirk Franklin,4akybxRTGHJZ1DXjLhJ1qu,1,album,2007-12-18,16,46
Kirk Franklin,The Rebirth Of Kirk Franklin,6ktPwwY2ua7HG3ZkEvci4d,The Rebirth of Kirk Franklin,Kirk Franklin,4akybxRTGHJZ1DXjLhJ1qu,1,album,2002-02-19,17,52
Kodak Black,Dying To Live,5n1GSzC1Reao29ScnpLYqp,Dying to Live,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,1,album,2018-12-14,16,77
Kodak Black,Dying To Live,5yem6Imr4rWWIiIDTZ3bhB,Dying to Live,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,1,album,2018-12-13,16,35
Kodak Black,Painting Pictures,5mG8oNkNKM2my7t9ywra96,Painting Pictures,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,1,album,2017-03-31,18,71
Kodak Black,Painting Pictures,3ytqFguAk1W1ct3MWCUnmx,Painting Pictures,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,1,album,2017-03-31,18,40
Kodak Black,Project Baby Two,51wp3EOOp2mBIjhZjR7W0i,Project Baby 2: All Grown Up,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,1,album,2017-08-18,19,75
Kodak Black,Project Baby Two,0D2kFxAO1YPAuxAtP23g0p,Project Baby 2: All Grown Up (Deluxe Edition),Kodak Black,46SHBwWsqBkxI7EeeBEQG7,1,album,2017-11-24,27,64
Kodak Black,Project Baby Two,6lkmXp0YiioMFnKdLp8YXA,Project Baby 2,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,1,album,2017-08-17,19,36
Kodak Black,Project Baby Two,5OSuhuSU0u7F8oJotAijfC,Project Baby 2: All Grown Up (Deluxe Edition),Kodak Black,46SHBwWsqBkxI7EeeBEQG7,1,album,2017-11-24,27,33
Konono No. 1 ,Assume Crash Position,7Ef78zEngwk9pLYZhjyMSh,Assume Crash Position,Konono N°1,6Sr77iisVrcSg7bQfqqRHk,1,album,2010-01-01,8,4
Korn,Take A Look In The Mirror,3487OYBtnRl82qA6tfyWco,Take A Look In The Mirror,Korn,3RNrq3jvMZxD9ZyoOZbQOD,1,album,2003-11-19,13,56
Korn,Take A Look In The Mirror,3XbcvPX7hEupPOxPx7EVdh,Take A Look In The Mirror,Korn,3RNrq3jvMZxD9ZyoOZbQOD,1,album,2003-11-21,13,58
Korn,The Path Of Totality,3ARqpnmjMB5O8uihXOOxbW,The Path of Totality (Special Edition),Korn,3RNrq3jvMZxD9ZyoOZbQOD,1,album,2011-11-30,13,58
Korn,The Path Of Totality,4a6B5VTaWSw0xRQsEtNX39,The Path of Totality,Korn,3RNrq3jvMZxD9ZyoOZbQOD,1,album,2011-11-21,11,43
Korn,The Path Of Totality,5XOyntNFPIkgWp0UejtwLz,The Path of Totality,Korn,3RNrq3jvMZxD9ZyoOZbQOD,1,album,2011-12-05,11,22
Korn,Untitled,470AseOLGNli8McgRYASzA,Untitled,Korn,3RNrq3jvMZxD9ZyoOZbQOD,1,album,2007-07-31,13,53
Korn,Untouchables,1MqmDK2xw4isOPhiUb9eXO,Untouchables,Korn,3RNrq3jvMZxD9ZyoOZbQOD,1,album,2002-06-20,14,60
Korn ,See You On The Other Side,61IAfZngW0BgATiyHJPijP,See You On the Other Side,Korn,3RNrq3jvMZxD9ZyoOZbQOD,1,album,2005-12-06,14,69
Kris Allen,Kris Allen,5fM41TOegBBrRO7NhmFYvP,Kris Allen,Kris Allen,2zwHaEmXxX6DTv4i8ajNCM,1,album,2009-11-16,13,48
Kris Kross,Totally Krossed Out,5bGumbB29JBPlv4ECVURka,Totally Krossed Out,Kris Kross,2zrZfs23sjuHDv4E6YRmNf,1,album,1992-03-17,15,61
Kurt Vile,Smoke Ring for My Halo,1y4oIYqNUkzEZNPWncbbAr,Smoke Ring For My Halo,Kurt Vile,5gspAQIAH8nJUrMYgXjCJ2,1,album,2011-03-07,11,44
Kylesa,Spiral Shadow,2NNavvaS7LcOxryzfxSkgw,Spiral Shadow,Kylesa,7mO0JGOATH8fVHvgCdZsXh,1,album,2010,11,33
Kylie Minogue,Fever,4WzTXHp8bVKkKNu3UQ2Fqu,Fever,Kylie Minogue,4RVnAU35WRWra6OZ3CbbMA,1,album,2001-10-01,19,70
Kylie Minogue,Fever,2QDWFfsBr3EngvBwPtxoIY,Fever (Deluxe Edition),Kylie Minogue,4RVnAU35WRWra6OZ3CbbMA,1,album,2001-10-01,14,44
LCD Soundsystem,American Dream,4AF1M7bGCFL3LHCtXUUXw5,american dream,LCD Soundsystem,066X20Nz7iquqkkCW6Jxy6,1,album,2017-09-01,10,58
